WKT,MALUKU,-3.11884,129.42078
"POINT (127.97202 0.63012)",MALUKU UTARA,0.63012,127.97202
"POINT (132.90253 -1.38424)",PAPUA BARAT,-1.38424,132.90253
"POINT (138.34853 -3.98857)",PAPUA,-3.98857,138.34853
