WKT,DKI JAKARTA,6.1745,106.8227
"POINT (107.64047 -6.88917)",JAWA BARAT,-6.88917,107.64047
"POINT (110.00441 -7.30324)",JAWA TENGAH,-7.30324,110.00441
"POINT (110.3805149 -7.8219785)",DI YOGYAKARTA,-7.8219785,110.3805149
"POINT (113.98005 -6.96851)",JAWA TIMUR,-6.96851,113.98005
"POINT (106.13756 -6.44538)",BANTEN,-6.44538,106.13756
"POINT (115.12239 -8.23566)",BALI,-8.23566,115.12239
"POINT (117.63696 -8.12179)",NUSA TENGGARA BARAT,-8.12179,117.63696
"POINT (120.69786 -8.56568)",NUSA TENGGARA TIMUR,-8.56568,120.69786
