WKT,SULAWESI UTARA,0.65557,124.09015
"POINT (120.80886 -1.69378)",SULAWESI TENGAH,-1.69378,120.80886
"POINT (119.94719 -3.64467)",SULAWESI SELATAN,-3.64467,119.94719
"POINT (121.72796 -3.54912)",SULAWESI TENGGARA,-3.54912,121.72796
"POINT (122.45559 0.71862)",GORONTALO,0.71862,122.45559
"POINT (119.3919 -2.49745)",SULAWESI BARAT,-2.49745,119.3919
